age,citizenship,event_location,event_location_district,event_location_region,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by
54.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
22.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
36.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
17.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
51.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
47.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
16.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
67.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
37.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,F,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
42.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
19.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
16.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
20.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
44.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
38.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
34.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,a-Zawaydah,Deir al-Balah,Gaza Strip,M,Yes,a-Zawaydah,Deir al-Balah,gunfire,missile,Israeli security forces
22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
39.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
47.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
15.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
12.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
16.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
40.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
58.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
17.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
9.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces
14.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
39.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,Unknown,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
77.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,F,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
34.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,Unknown,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
7.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
19.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
23.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
18.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
66.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
52.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
54.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
31.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Unknown,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
45.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
44.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
4.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
31.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
55.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
66.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
32.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
22.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
37.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
17.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
59.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
7.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Qizan a-Najar,Khan Yunis,gunfire,missile,Israeli security forces
15.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Qizan a-Najar,Khan Yunis,gunfire,missile,Israeli security forces
14.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Qizan a-Najar,Khan Yunis,gunfire,missile,Israeli security forces
48.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
17.0,Palestinian,Qalandia R.C.,al-Quds,West Bank,M,,Qalandiya,al-Quds,gunfire,live ammunition,Israeli security forces
34.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
12.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
45.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
10.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces
12.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
1.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
3.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
45.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
31.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Qizan a-Najar,Khan Yunis,gunfire,missile,Israeli security forces
50.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
5.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
41.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
23.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
25.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
11.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,shell,Israeli security forces
26.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
12.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces
22.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,F,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
45.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
21.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
26.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
3.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
6.0,Palestinian,Rafah,Rafah,Gaza Strip,M,No,Rafah,Rafah,gunfire,shell,Israeli security forces
24.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
65.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
78.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
29.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
32.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
31.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
24.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
36.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,shell,Israeli security forces
12.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,shell,Israeli security forces
73.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
43.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
12.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
54.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,No,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
24.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces
61.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
77.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces
20.0,Israeli,Khuza'ah,Khan Yunis,Gaza Strip,M,,Ginegar,Israel,explosion,bomb,Palestinian civilians
19.0,Israeli,Khuza'ah,Khan Yunis,Gaza Strip,M,,Eilat,Israel,explosion,bomb,Palestinian civilians
22.0,Israeli,Khuza'ah,Khan Yunis,Gaza Strip,M,,Evron,Israel,explosion,bomb,Palestinian civilians
43.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
23.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
22.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
22.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces
40.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces
64.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,No,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
28.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
23.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
35.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Unknown,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
25.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
16.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Unknown,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
22.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
45.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
2.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Unknown,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
25.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
40.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
47.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
28.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,Yes,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces
33.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
72.0,Palestinian,Rafah,Rafah,Gaza Strip,F,No,Um a-Naser (al-Bayuk),Rafah,gunfire,missile,Israeli security forces
9.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
19.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
29.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
19.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,F,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
58.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
4.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,F,No,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
31.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
36.0,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
27.0,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,M,Unknown,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
38.0,Palestinian,al-Fukhari,Khan Yunis,Gaza Strip,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
20.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
23.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
22.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces
27.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,Unknown,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
21.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces
20.0,Israeli,Khuza'ah,Khan Yunis,Gaza Strip,M,,Alonei Habashan,Israel,explosion,bomb,Palestinian civilians
25.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
41.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,F,No,Khuza'a,Khan Yunis,gunfire,missile,Israeli security forces
44.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,shell,Israeli security forces
27.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
7.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces
9.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,F,No,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces
27.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,F,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
2.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,F,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces
21.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,Yes,al-Qararah,Khan Yunis,gunfire,missile,Israeli security forces
29.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Abasan al-Jadida (a-Saghira),Khan Yunis,gunfire,missile,Israeli security forces
32.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
19.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,Yes,Bani Suheila,Khan Yunis,gunfire,missile,Israeli security forces
